131.0	0.0	0.0
131.42666666666668	0.0	0.01
131.85333333333332	0.0	0.02
132.28	0.0	0.03
132.70666666666668	0.0	0.04
133.13333333333333	0.0	0.05
133.56	0.0	0.06
133.98666666666668	0.0	0.07
134.41333333333333	0.0	0.08
134.84	0.0	0.09
135.26666666666668	0.0	0.1
135.69333333333333	0.0	0.11
136.12	0.0	0.12
136.54666666666668	0.0	0.13
136.97333333333333	0.0	0.14
137.4	0.0	0.15
137.82666666666665	0.0	0.16
138.25333333333333	0.0	0.17
138.68	0.0	0.18
139.10666666666665	0.0	0.19
139.53333333333333	0.0	0.2
139.96	0.0	0.21
140.38666666666666	0.0	0.22
140.81333333333333	0.0	0.23
141.24	0.0	0.24
141.66666666666666	0.0	0.25
142.09333333333333	0.0	0.26
142.52	0.0	0.27
142.94666666666666	0.0	0.28
143.37333333333333	0.0	0.29
143.8	0.0	0.3
144.22666666666666	0.0	0.31
144.65333333333334	0.0	0.32
145.08	0.0	0.33
145.50666666666666	0.0	0.34
145.93333333333334	0.0	0.35000000000000003
146.36	0.0	0.36
146.78666666666666	0.0	0.37
147.21333333333334	0.0	0.38
147.64	0.0	0.39
148.06666666666666	0.0	0.4
148.49333333333334	0.0	0.41000000000000003
148.92	0.0	0.42
149.34666666666666	0.0	0.43
149.77333333333334	0.0	0.44
150.2	0.0	0.45
150.62666666666667	0.0	0.46
151.05333333333334	0.0	0.47000000000000003
151.48	0.0	0.48
151.90666666666667	0.0	0.49
152.33333333333334	0.0	0.5
152.76	0.0	0.51
153.18666666666667	0.0	0.52
153.61333333333334	0.0	0.53
154.04	0.0	0.54
154.46666666666667	0.0	0.55
154.89333333333335	0.0	0.56
155.32	0.0	0.5700000000000001
155.74666666666667	0.0	0.58
156.17333333333335	0.0	0.59
156.6	0.0	0.6
157.02666666666667	0.0	0.61
157.45333333333332	0.0	0.62
157.88	0.0	0.63
158.30666666666667	0.0	0.64
158.73333333333335	0.0	0.65
159.16	0.0	0.66
159.58666666666667	0.0	0.67
160.01333333333332	0.0	0.68
160.44	0.0	0.6900000000000001
160.86666666666667	0.0	0.7000000000000001
161.29333333333332	0.0	0.71
161.72	0.0	0.72
162.14666666666668	0.0	0.73
162.57333333333332	0.0	0.74
163.0	0.0	0.75
163.34166666666667	0.07500000000000005	0.76
163.68333333333334	0.1500000000000001	0.77
164.025	0.22500000000000017	0.78
164.36666666666667	0.3000000000000002	0.79
164.70833333333334	0.3750000000000003	0.8
165.05	0.45000000000000034	0.81
165.39166666666668	0.5250000000000004	0.8200000000000001
165.73333333333335	0.6000000000000004	0.8300000000000001
166.075	0.6749999999999997	0.84
166.41666666666666	0.7499999999999998	0.85
166.75833333333333	0.8249999999999998	0.86
167.1	0.8999999999999999	0.87
167.44166666666666	0.9749999999999999	0.88
167.78333333333333	1.05	0.89
168.125	1.125	0.9
168.46666666666667	1.2000000000000002	0.91
168.80833333333334	1.2750000000000001	0.92
169.15	1.3500000000000003	0.93
169.49166666666667	1.4250000000000003	0.9400000000000001
169.83333333333334	1.5000000000000002	0.9500000000000001
170.175	1.5749999999999995	0.96
170.51666666666665	1.6499999999999997	0.97
170.85833333333332	1.7249999999999996	0.98
171.2	1.7999999999999998	0.99
171.54166666666666	1.8749999999999998	1.0
171.88333333333333	1.9499999999999997	1.01
172.225	2.025	1.02
172.56666666666666	2.1	1.03
172.90833333333333	2.175	1.04
173.25	2.25	1.05
173.59166666666667	2.325	1.06
173.93333333333334	2.4000000000000004	1.07
174.275	2.475	1.08
174.61666666666667	2.5500000000000003	1.09
174.95833333333334	2.6250000000000004	1.1
175.3	2.7000000000000006	1.11
175.64166666666668	2.7750000000000004	1.12
175.98333333333335	2.8500000000000005	1.1300000000000001
176.325	2.9250000000000007	1.1400000000000001
176.66666666666666	3.0000000000000004	1.1500000000000001
177.00833333333333	3.074999999999999	1.16
177.35	3.149999999999999	1.17
177.69166666666666	3.224999999999999	1.18
178.03333333333333	3.2999999999999994	1.19
178.375	3.374999999999999	1.2
178.71666666666667	3.4499999999999993	1.21
179.05833333333334	3.5249999999999995	1.22
179.4	3.5999999999999996	1.23
179.74166666666667	3.6749999999999994	1.24
180.08333333333334	3.7499999999999996	1.25
180.425	3.8249999999999997	1.26
180.76666666666665	3.8999999999999995	1.27
181.10833333333335	3.9749999999999996	1.28
181.45	4.05	1.29
181.79166666666666	4.125	1.3
182.13333333333333	4.2	1.31
182.475	4.275	1.32
182.81666666666666	4.35	1.33
183.15833333333333	4.425	1.34
183.5	4.5	1.35
183.84166666666667	4.575	1.36
184.18333333333334	4.65	1.37
184.525	4.7250000000000005	1.3800000000000001
184.86666666666667	4.800000000000001	1.3900000000000001
185.20833333333334	4.875	1.4000000000000001
185.55	4.949999999999998	1.41
185.89166666666665	5.024999999999999	1.42
186.23333333333332	5.099999999999999	1.43
186.575	5.174999999999999	1.44
186.91666666666666	5.249999999999999	1.45
187.25833333333333	5.324999999999999	1.46
187.6	5.3999999999999995	1.47
187.94166666666666	5.475	1.48
188.28333333333333	5.549999999999999	1.49
188.625	5.624999999999999	1.5
188.96666666666667	5.699999999999999	1.51
189.30833333333334	5.7749999999999995	1.52
189.65	5.85	1.53
189.99166666666667	5.925	1.54
190.33333333333334	6.0	1.55
190.675	6.074999999999999	1.56
191.01666666666665	6.1499999999999995	1.57
191.35833333333335	6.225	1.58
191.7	6.3	1.59
192.04166666666666	6.375	1.6
192.38333333333333	6.45	1.61
192.725	6.525	1.62
193.06666666666666	6.6	1.6300000000000001
193.40833333333333	6.675	1.6400000000000001
